"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB format version","Source Path","Source File","Source File Index","entry id backup","prepared","prepared with version","assigned bond orders","added hydrogens","treated metals","created disulfur","deleted far waters","ran protassign","Potential Energy-OPLS 2005","RMS Derivative-OPLS 2005","Max Derivative-OPLS 2005","Stretch Energy-OPLS 2005","Bend Energy-OPLS 2005","LJ-14 Energy-OPLS 2005","El-14 Energy-OPLS 2005","Van der Waals Energy-OPLS 2005","Electrostatic Energy-OPLS 2005","Dihedral Energy-OPLS 2005","target temperature","ran impref","ID","NAME","DEFINITION","STAR","SYNONYM","IUPAC_NAME","FORMULA","MASS","MONOISOTOPIC_MASS","CHARGE","SMILES","INCHI","INCHIKEY","CAS_REGISTRY_NUMBER","KEGG_COMPOUND_ACCESSION","KNAPSACK_ACCESSION","AGRICOLA_CITATION","PUBMED_CITATION","chiral flag","version","Chirality 1","Chirality 2","Chirality 3","ct enhanced stereo status","SECONDARY_ID","INN","REAXYS_REGISTRY_NUMBER","CHEMIDPLUS","DRUGBANK_ACCESSION","KEGG_DRUG_ACCESSION","PDBECHEM_ACCESSION","PUBMED_CITATION-1","Chirality 4","Chirality 5","Chirality 6","Chirality 7","Chirality 8","Chirality 9","Chirality 10","Chirality 11","Chirality 12","Chirality 13","Chirality 14","Chirality 15","Chirality 16","Chirality 17","BEILSTEIN_REGISTRY_NUMBER","HMDB_ACCESSION","NIST_CHEMISTRY_WEBBOOK","WIKIPEDIA_ACCESSION","LINCS_ACCESSION","METACYC_ACCESSION","BRAND_NAME","PESTICIDES_ACCESSION","AtomNumChirality 1","PUBMED_CENTRAL_CITATION","source file","source file index","mmshare version","flags","input","cmdline","tautomer probability","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","EZ 1","EZ 2","Force Field","Energy","Chiralities Consistent","Variant","Job Name","Chemistry Notes","EZ 3","EZ 4","EZ 5","EZ 6","EZ 7","EZ 8","SiteScore","size","Dscore","volume","exposure","enclosure","contact","phobic","philic","balance","don/acc","residues","residues asl","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty"
,"null","489","ChEBI_112280.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112280.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112280","2-[[2-(3,5-dimethyl-1-pyrazolyl)-6,6-dimethyl-5,8-dihydropyrano[2,3]thieno[2,4-b]pyrimidin-4-yl]thio]-N-(2-thiazolyl)acetamide","",2,"","","C21H22N6O2S3",486.637,486.097,0,"CC1=CC(=NN1C2=NC3=C(C4=C(S3)COC(C4)(C)C)C(=N2)SCC(=O)NC5=NC=CS5)C","InChI=1S/C21H22N6O2S3/c1-11-7-12(2)27(26-11)19-24-17(31-10-15(28)23-20-22-5-6-30-20)16-13-8-21(3,4)29-9-14(13)32-18(16)25-19/h5-7H,8-10H2,1-4H3,(H,22,23,28)","AXPCQQONFZSGSW-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-23692","","","","","","Os09g0455200_ligprep_1.maegz",156,39016,0,"W0NIM11jMVtjSF1jKFtDSDNdKW5uMS1jKG4yKW5jKGMoYzIzKWM0YyhzMylbQ0gyXU9DKFtDSDJdNCkoW0NIM10pW0NIM10pU1tDSDJdQyg9TylbTkhdYzVuW2NIXVtjSF1zNQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0015,0.0000,0.0015,0.0000,0.000,0,0,"","","OPLS_2005",17.561,true,"null-1","Os09g0455200_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","490","ChEBI_112366.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112366.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112366","N-(2-furanylmethyl)-2-(6,7,8,9-tetrahydro-5H-cyclohepta[2,3]thieno[2,4-d]pyrimidin-4-ylthio)acetamide","",2,"","","C18H19N3O2S2",373.495,373.092,0,"C1CCC2=C(CC1)SC3=C2C(=NC=N3)SCC(=O)NCC4=CC=CO4","InChI=1S/C18H19N3O2S2/c22-15(19-9-12-5-4-8-23-12)10-24-17-16-13-6-2-1-3-7-14(13)25-18(16)21-11-20-17/h4-5,8,11H,1-3,6-7,9-10H2,(H,19,22)","PINMPMJWIPJTKZ-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-23778","","","","","","Os09g0455200_ligprep_1.maegz",157,39016,0,"W0NIMl0xW0NIMl1bQ0gyXVtDSDJdW0NIMl1jKGMxMilzYzNjMmMobltjSF1uMylTW0NIMl1DKD1PKVtOSF1bQ0gyXWM0W2NIXVtjSF1bY0hdbzQ=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0002,0.0000,0.0002,0.0000,0.000,0,0,"","","OPLS_2005",11.660,true,"null-1","Os09g0455200_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","491","ChEBI_112391.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112391.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112391","2,6,7,8-tetrahydrocyclopenta[2,3]thieno[2,4-d]pyrimidin-1-one","",2,"","","C9H8N2OS",192.239,192.036,0,"C1CC2=C(C1)SC3=C2C(=O)NC=N3","InChI=1S/C9H8N2OS/c12-8-7-5-2-1-3-6(5)13-9(7)11-4-10-8/h4H,1-3H2,(H,10,11,12)","MZAZSAHKQBGEMA-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-23803","","","","","","Os09g0455200_ligprep_1.maegz",158,39016,0,"W0NIMl0xW0NIMl1bQ0gyXWMoYzEyKXNjM2MyYyg9TylbbkhdW2NIXW4z","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0002,0.0001,0.0001,0.0000,0.000,0,0,"","","OPLS_2005",31.896,true,"null-1","Os09g0455200_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","492","ChEBI_112408.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112408.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112408","9-(dimethylamino)-3-(4-methoxyphenyl)-4-pyrido[1,2]thieno[3,4-d]pyrimidinone","",2,"","","C18H16N4O2S",352.412,352.099,0,"CN(C)C1=C2C3=C(C(=O)N(C=N3)C4=CC=C(C=C4)OC)SC2=NC=C1","InChI=1S/C18H16N4O2S/c1-21(2)13-8-9-19-17-14(13)15-16(25-17)18(23)22(10-20-15)11-4-6-12(24-3)7-5-11/h4-10H,1-3H3","COQPVKMATNFNLG-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-23820","","","","","","Os09g0455200_ligprep_1.maegz",159,39016,0,"W0NIM11OKFtDSDNdKWMxW2NIXVtjSF1uYzJzYyhjM2MxMiljKD1PKW4oW2NIXW4zKS1jNFtjSF1bY0hdYyhbY0hdW2NIXTQpT1tDSDNd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0404,0.0000,0.0404,0.0321,0.032,0,0,"","","OPLS_2005",53.752,true,"null-1","Os09g0455200_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","493","ChEBI_112683.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112683.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112683","4-[3-(2,4-dioxo-1H-thieno[3,2-d]pyrimidin-3-yl)-1-oxopropyl]-1-piperazinecarboxylic acid ethyl ester","",2,"","","C16H20N4O5S",380.421,380.115,0,"CCOC(=O)N1CCN(CC1)C(=O)CCN2C(=O)C3=C(C=CS3)NC2=O","InChI=1S/C16H20N4O5S/c1-2-25-16(24)19-8-6-18(7-9-19)12(21)3-5-20-14(22)13-11(4-10-26-13)17-15(20)23/h4,10H,2-3,5-9H2,1H3,(H,17,23)","WBONBWCZIDQLCB-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-24093","","","","","","Os09g0455200_ligprep_1.maegz",160,39016,0,"W0NIM11bQ0gyXU9DKD1PKU4xW0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTEpQyg9TylbQ0gyXVtDSDJdbihjMj1PKWMoPU8pW25IXWMoYzIzKVtjSF1bY0hdczM=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0064,0.0064,0.0000,0.0047,0.011,0,0,"","","OPLS_2005",57.169,true,"null-1","Os09g0455200_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","494","ChEBI_112695.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112695.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112695","6,6-dimethyl-5,8-dihydropyrano[4,5]thieno[1,2-c]pyrimidin-4-amine","",2,"","","C11H13N3OS",235.307,235.078,0,"CC1(CC2=C(CO1)SC3=NC=NC(=C23)N)C","InChI=1S/C11H13N3OS/c1-11(2)3-6-7(4-15-11)16-10-8(6)9(12)13-5-14-10/h5H,3-4H2,1-2H3,(H2,12,13,14)","IPQMQCWBHBHOLZ-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-24105","","","","","","Os09g0455200_ligprep_1.maegz",161,39016,0,"W0NIM11DKFtDSDJdMSkoW0NIM10pT1tDSDJdYyhjMTIpc2MzYzJjKFtOSDJdKW5bY0hdbjM=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0018,0.0000,0.0018,0.0000,0.000,0,0,"","","OPLS_2005",13.008,true,"null-1","Os09g0455200_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","495","ChEBI_112697.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112697.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112697","N-[3-[butyl(ethyl)amino]propyl]-1-(9-fluoro-[1]benzothiolo[3,2-d]pyrimidin-4-yl)-4-piperidinecarboxamide","",2,"","","C25H34FN5OS",471.636,471.247,0,"CCCCN(CC)CCCNC(=O)C1CCN(CC1)C2=NC=NC3=C2SC4=CC=CC(=C43)F","InChI=1S/C25H34FN5OS/c1-3-5-13-30(4-2)14-7-12-27-25(32)18-10-15-31(16-11-18)24-23-22(28-17-29-24)21-19(26)8-6-9-20(21)33-23/h6,8-9,17-18H,3-5,7,10-16H2,1-2H3,(H,27,32)","IWTJJTJNJCWHLK-UHFFFAOYSA-N","","","","",,false,0,"5_S_8_4_6_68","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-24107","","","","","","Os09g0455200_ligprep_1.maegz",162,39016,0,"W0NIM11bQ0gyXVtDSDJdW0NIMl1OKFtDSDJdW0NIM10pW0NIMl1bQ0gyXVtDSDJdW05IXUMoPU8pW0NIXTFbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdMSljKG5bY0hdbjIpYyhjMjMpc2M0YzNjKEYpW2NIXVtjSF1bY0hdNA==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0056,0.0002,0.0054,0.0026,0.003,1,1,"","","OPLS_2005",30.614,true,"null-1","Os09g0455200_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","496","ChEBI_112697.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112697.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112697","N-[3-[butyl(ethyl)amino]propyl]-1-(9-fluoro-[1]benzothiolo[3,2-d]pyrimidin-4-yl)-4-piperidinecarboxamide","",2,"","","C25H34FN5OS",471.636,471.247,0,"CCCCN(CC)CCCNC(=O)C1CCN(CC1)C2=NC=NC3=C2SC4=CC=CC(=C43)F","InChI=1S/C25H34FN5OS/c1-3-5-13-30(4-2)14-7-12-27-25(32)18-10-15-31(16-11-18)24-23-22(28-17-29-24)21-19(26)8-6-9-20(21)33-23/h6,8-9,17-18H,3-5,7,10-16H2,1-2H3,(H,27,32)","IWTJJTJNJCWHLK-UHFFFAOYSA-N","","","","",,false,0,"5_R_8_4_6_68","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-24107","","","","","","Os09g0455200_ligprep_1.maegz",162,39016,0,"W0NIM11bQ0gyXVtDSDJdW0NIMl1OKFtDSDJdW0NIM10pW0NIMl1bQ0gyXVtDSDJdW05IXUMoPU8pW0NIXTFbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdMSljKG5bY0hdbjIpYyhjMjMpc2M0YzNjKEYpW2NIXVtjSF1bY0hdNA==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0056,0.0002,0.0054,0.0026,0.003,1,1,"","","OPLS_2005",35.082,true,"null-2","Os09g0455200_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","497","ChEBI_112923.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112923.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112923","2-[[(1-ethyl-2-benzimidazolyl)thio]methyl]-5-methyl-4-oxo-3H-thieno[2,3-d]pyrimidine-6-carboxylic acid ethyl ester","",2,"","","C20H20N4O3S2",428.531,428.098,0,"CCN1C2=CC=CC=C2N=C1SCC3=NC4=C(C(=C(S4)C(=O)OCC)C)C(=O)N3","InChI=1S/C20H20N4O3S2/c1-4-24-13-9-7-6-8-12(13)21-20(24)28-10-14-22-17(25)15-11(3)16(19(26)27-5-2)29-18(15)23-14/h6-9H,4-5,10H2,1-3H3,(H,22,23,25)","KULSEJLQFGPWIP-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-24333","","","","","","Os09g0455200_ligprep_1.maegz",163,39016,0,"W2NIXTFbY0hdW2NIXVtjSF1jKGMxMiluYyhuMltDSDJdW0NIM10pU1tDSDJdYyhuMylbbkhdYyg9TyljKGMzNCljKFtDSDNdKWMoczQpQyg9TylPW0NIMl1bQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.1361,0.0051,0.1310,0.1204,0.125,0,0,"","","OPLS_2005",21.752,true,"null-1","Os09g0455200_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","498","ChEBI_112923.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112923.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112923","2-[[(1-ethyl-2-benzimidazolyl)thio]methyl]-5-methyl-4-oxo-3H-thieno[2,3-d]pyrimidine-6-carboxylic acid ethyl ester","",2,"","","C20H20N4O3S2",428.531,428.098,0,"CCN1C2=CC=CC=C2N=C1SCC3=NC4=C(C(=C(S4)C(=O)OCC)C)C(=O)N3","InChI=1S/C20H20N4O3S2/c1-4-24-13-9-7-6-8-12(13)21-20(24)28-10-14-22-17(25)15-11(3)16(19(26)27-5-2)29-18(15)23-14/h6-9H,4-5,10H2,1-3H3,(H,22,23,25)","KULSEJLQFGPWIP-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-24333","","","","","","Os09g0455200_ligprep_1.maegz",163,39016,0,"W2NIXTFbY0hdW2NIXVtjSF1jKGMxMiluYyhuMltDSDJdW0NIM10pU1tDSDJdYyhuMylbbkhdYyg9TyljKGMzNCljKFtDSDNdKWMoczQpQyg9TylPW0NIMl1bQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.9669,0.9668,0.0000,1.0032,1.970,1,1,"","","OPLS_2005",26.039,true,"null-2","Os09g0455200_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","499","ChEBI_112996.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112996.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112996","4-[[5-(4-fluorophenyl)-3-methyl-4-oxo-2-thieno[2,3-d]pyrimidinyl]thio]-2-(1-iminoethyl)-3-oxobutanenitrile","",2,"","","C19H15FN4O2S2",414.479,414.062,0,"CC(=N)C(C#N)C(=O)CSC1=NC2=C(C(=CS2)C3=CC=C(C=C3)F)C(=O)N1C","InChI=1S/C19H15FN4O2S2/c1-10(22)13(7-21)15(25)9-28-19-23-17-16(18(26)24(19)2)14(8-27-17)11-3-5-12(20)6-4-11/h3-6,8,13,22H,9H2,1-2H3","PZPKYIAWACKNBG-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-24406","","","","","","Os09g0455200_ligprep_1.maegz",164,39016,0,"W0hdXE49QyhcW0NIM10pW0NASF0oQyNOKUMoPU8pW0NIMl1TYyhuMSluKFtDSDNdKWMoPU8pYyhjMTIpYyhbY0hdczIpLWMzW2NIXVtjSF1jKEYpW2NIXVtjSF0z","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.500,0.0000,0.0000,0.0000,0.4107,0.411,0,0,"3_2_4_7_Z","","OPLS_2005",38.085,true,"null-1","Os09g0455200_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","500","ChEBI_112996.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112996.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112996","4-[[5-(4-fluorophenyl)-3-methyl-4-oxo-2-thieno[2,3-d]pyrimidinyl]thio]-2-(1-iminoethyl)-3-oxobutanenitrile","",2,"","","C19H15FN4O2S2",414.479,414.062,0,"CC(=N)C(C#N)C(=O)CSC1=NC2=C(C(=CS2)C3=CC=C(C=C3)F)C(=O)N1C","InChI=1S/C19H15FN4O2S2/c1-10(22)13(7-21)15(25)9-28-19-23-17-16(18(26)24(19)2)14(8-27-17)11-3-5-12(20)6-4-11/h3-6,8,13,22H,9H2,1-2H3","PZPKYIAWACKNBG-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-24406","","","","","","Os09g0455200_ligprep_1.maegz",164,39016,0,"W0hdXE49QyhcW0NIM10pW0NASF0oQyNOKUMoPU8pW0NIMl1TYyhuMSluKFtDSDNdKWMoPU8pYyhjMTIpYyhbY0hdczIpLWMzW2NIXVtjSF1jKEYpW2NIXVtjSF0z","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.500,0.0000,0.0000,0.0000,0.4107,0.411,0,0,"3_2_4_7_E","","OPLS_2005",38.493,true,"null-2","Os09g0455200_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","501","ChEBI_112996.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112996.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112996","4-[[5-(4-fluorophenyl)-3-methyl-4-oxo-2-thieno[2,3-d]pyrimidinyl]thio]-2-(1-iminoethyl)-3-oxobutanenitrile","",2,"","","C19H15FN4O2S2",414.479,414.062,0,"CC(=N)C(C#N)C(=O)CSC1=NC2=C(C(=CS2)C3=CC=C(C=C3)F)C(=O)N1C","InChI=1S/C19H15FN4O2S2/c1-10(22)13(7-21)15(25)9-28-19-23-17-16(18(26)24(19)2)14(8-27-17)11-3-5-12(20)6-4-11/h3-6,8,13,22H,9H2,1-2H3","PZPKYIAWACKNBG-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-24406","","","","","","Os09g0455200_ligprep_1.maegz",164,39016,0,"W0hdXE49QyhcW0NIM10pW0NAQEhdKEMjTilDKD1PKVtDSDJdU2MobjEpbihbQ0gzXSljKD1PKWMoYzEyKWMoW2NIXXMyKS1jM1tjSF1bY0hdYyhGKVtjSF1bY0hdMw==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.500,0.0000,0.0000,0.0000,0.4107,0.411,0,0,"3_2_4_7_E","","OPLS_2005",38.493,true,"null-3","Os09g0455200_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","502","ChEBI_112996.1","2017-12-07 10:34:10","2017-12-07 10:34:10","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112996.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:112996","4-[[5-(4-fluorophenyl)-3-methyl-4-oxo-2-thieno[2,3-d]pyrimidinyl]thio]-2-(1-iminoethyl)-3-oxobutanenitrile","",2,"","","C19H15FN4O2S2",414.479,414.062,0,"CC(=N)C(C#N)C(=O)CSC1=NC2=C(C(=CS2)C3=CC=C(C=C3)F)C(=O)N1C","InChI=1S/C19H15FN4O2S2/c1-10(22)13(7-21)15(25)9-28-19-23-17-16(18(26)24(19)2)14(8-27-17)11-3-5-12(20)6-4-11/h3-6,8,13,22H,9H2,1-2H3","PZPKYIAWACKNBG-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-24406","","","","","","Os09g0455200_ligprep_1.maegz",164,39016,0,"W0hdXE49QyhcW0NIM10pW0NAQEhdKEMjTilDKD1PKVtDSDJdU2MobjEpbihbQ0gzXSljKD1PKWMoYzEyKWMoW2NIXXMyKS1jM1tjSF1bY0hdYyhGKVtjSF1bY0hdMw==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.500,0.0000,0.0000,0.0000,0.4107,0.411,0,0,"3_2_4_7_Z","","OPLS_2005",38.085,true,"null-4","Os09g0455200_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
