Stars,Title,Entry ID,Entry Name,Date Added,Date Modified,PDB ID,PDB CLASSIFICATION,PDB format version,Source Path,Source File,Source File Index,entry id backup,prepared,prepared with version,assigned bond orders,added hydrogens,treated metals,created disulfur,deleted far waters,ran protassign,Potential Energy-OPLS 2005,RMS Derivative-OPLS 2005,Max Derivative-OPLS 2005,Stretch Energy-OPLS 2005,Bend Energy-OPLS 2005,LJ-14 Energy-OPLS 2005,El-14 Energy-OPLS 2005,Van der Waals Energy-OPLS 2005,Electrostatic Energy-OPLS 2005,Dihedral Energy-OPLS 2005,target temperature,ran impref,ID,NAME,DEFINITION,STAR,SYNONYM,IUPAC_NAME,FORMULA,MASS,MONOISOTOPIC_MASS,CHARGE,SMILES,INCHI,INCHIKEY,CAS_REGISTRY_NUMBER,KEGG_COMPOUND_ACCESSION,KNAPSACK_ACCESSION,AGRICOLA_CITATION,PUBMED_CITATION,chiral flag,version,Chirality 1,Chirality 2,Chirality 3,ct enhanced stereo status,SECONDARY_ID,INN,REAXYS_REGISTRY_NUMBER,CHEMIDPLUS,DRUGBANK_ACCESSION,KEGG_DRUG_ACCESSION,PDBECHEM_ACCESSION,PUBMED_CITATION-1,Chirality 4,Chirality 5,Chirality 6,Chirality 7,Chirality 8,Chirality 9,Chirality 10,Chirality 11,Chirality 12,Chirality 13,Chirality 14,Chirality 15,Chirality 16,Chirality 17,BEILSTEIN_REGISTRY_NUMBER,HMDB_ACCESSION,NIST_CHEMISTRY_WEBBOOK,WIKIPEDIA_ACCESSION,LINCS_ACCESSION,METACYC_ACCESSION,BRAND_NAME,PESTICIDES_ACCESSION,AtomNumChirality 1,PUBMED_CENTRAL_CITATION,source file,source file index,mmshare version,flags,input,cmdline,tautomer probability,Ionization Penalty,Ionization Penalty Charging,Ionization Penalty Neutral,State Penalty,Charging Adjusted Penalty,Tot Q,Tot abs Q,EZ 1,EZ 2,Force Field,Energy,Chiralities Consistent,Variant,Job Name,Chemistry Notes,EZ 3,EZ 4,EZ 5,EZ 6,EZ 7,EZ 8,SiteScore,size,Dscore,volume,exposure,enclosure,contact,phobic,philic,balance,don/acc,residues,residues asl,grid version,gridbox xcent,gridbox ycent,gridbox zcent,gridbox xrange,gridbox yrange,gridbox zrange,gridbox ligxrange,gridbox ligyrange,gridbox ligzrange,receptor,glide gridfile,glide lignum,glide rotatable bonds,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide metal,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,glide confnum,glide posenum,glide eff state penalty
,null,666,ChEBI_107592.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_107592.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:107592,"N-(4-chlorophenyl)-2-[3-(2-furanylmethyl)-4-imino-6,6-dimethyl-2-oxo-5,8-dihydropyrano[2,3]thieno[2,4-b]pyrimidin-1-yl]acetamide",,2,,,C24H23ClN4O4S,498.984,498.113,0,CC1(CC2=C(CO1)SC3=C2C(=N)N(C(=O)N3CC(=O)NC4=CC=C(C=C4)Cl)CC5=CC=CO5)C,"InChI=1S/C24H23ClN4O4S/c1-24(2)10-17-18(13-33-24)34-22-20(17)21(26)28(11-16-4-3-9-32-16)23(31)29(22)12-19(30)27-15-7-5-14(25)6-8-15/h3-9,26H,10-13H2,1-2H3,(H,27,30)",GTMNRQVYUQDJKF-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-18948,,,,,,OS01g0165000_ligprep_1.maegz,123,39016,0,W0NIM11DKFtDSDJdMSkoW0NIM10pT1tDSDJdYyhjMTIpc2MzYzIvYyg9Ti9bSF0pbihbQ0gyXWM0W2NIXVtjSF1bY0hdbzQpYyg9TyluM1tDSDJdQyg9TylbTkhdYzVbY0hdW2NIXWMoQ2wpW2NIXVtjSF01,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.6021,0,0.6021,0.9121,0.912,1,1,,,OPLS_2005,42.5,TRUE,null-3,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,200,6,-7.04,-0.207,-0.671,-1.555,-7.952,-4.252,-0.32,0,-1.128,-31.721,-7.137,0.408,-0.004,-60.814,-38.858,2.204,49,241,0.912
,ChEBI_49081,667,ChEBI_49081.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_49081.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:49081,"6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid",,3,"6-(2-Amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid","6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid",C14H14N2O8,338.27,338.075,0,NC(CC1=CC2=C(NC(CC2C(O)=O)C(O)=O)C(=O)C1=O)C(O)=O,"InChI=1S/C14H14N2O8/c15-7(13(21)22)2-4-1-5-6(12(19)20)3-8(14(23)24)16-9(5)11(18)10(4)17/h1,6-8,16H,2-3,15H2,(H,19,20)(H,21,22)(H,23,24)",UMYDVEVERVKIFT-UHFFFAOYSA-N,,C15599,,,,FALSE,0,4_S_1_11_8_26,7_R_14_3_8_28,18_S_19_20_17_33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_ligprep_1.maegz,22,39016,0,Tz1DKFtPSF0pW0NAQEhdKFtOSF0xKVtDSDJdW0NAQEhdKEMoPU8pW09IXSlDKD1DMTIpW0NIXT1DKEMoPU8pQzI9TylbQ0gyXVtDQEhdKFtOSDJdKUMoPU8pW09IXQ==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0262,0.0262,0,0.0212,0.047,-2,4,1_2_3_7_Z,3_6_9_10_Z,OPLS_2005,11.821,TRUE,ChEBI_49081-6,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,43,5,-7.018,-0.292,-0.844,-1.68,-7.04,-1.89,-0.348,0,-2.831,-19.689,-8.099,0.334,-0.106,-39.811,-27.788,1.616,16,250,0.021
,ChEBI_73357,668,ChEBI_73357.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_73357.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:73357,U69593,"A monocarboxylic acid amide obtained by formal condensation between the carboxy group of phenylacetic acid and the secodary amino group of (5R,7S,8S)-N-methyl-7-(pyrrolidin-1-yl)-1-oxaspiro[4.5]decan-8-amine.",3,"U-69593; U 69,593; N-methyl-N-((5R,7S,8S)-7-(1-pyrrolidinyl)-1-oxaspiro(4.5)dec-8-yl)-benzeneacetamide; U 69593; (5alpha,7alpha,8beta)-(-)-N-methyl-N-(7-(1-pyrrolidinyl)-1-oxaspiro(4.5)dec-8-yl)-benzeneacetamide","N-methyl-2-phenyl-N-[(5R,7S,8S)-7-(pyrrolidin-1-yl)-1-oxaspiro[4.5]dec-8-yl]acetamide",C22H32N2O2,356.502,356.246,0,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1)C(=O)Cc1ccccc1,"InChI=1S/C22H32N2O2/c1-23(21(25)16-18-8-3-2-4-9-18)19-10-12-22(11-7-15-26-22)17-20(19)24-13-5-6-14-24/h2-4,8-9,19-20H,5-7,10-17H2,1H3/t19-,20-,22-/m0/s1",PGZRDDYTKFZSFR-ONTIZHBOSA-N,96744-75-1,,,,,TRUE,0,18_S_4_17_24_44,16_R_12_26_15_25,17_S_19_18_26_43,2,,,7488908,96744-75-1,,,,18929596; 19747933; 20939060; 21883413; 22306346; 22641418; 22816017; 23318874; 23597562; 235975627; 2836684; 2986999,,,,,,,,,,,,,,,,,,"U-69,593",,,,,,,OS01g0165000_ligprep_1.maegz,55,39016,0,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFbQ0gyXUMoPU8pTihbQ0gzXSlbQ0BIXShbQ0BIXShbQ0gyXTIpTjNbQ0gyXVtDSDJdW0NIMl1bQ0gyXTMpW0NIMl1bQ0gyXVtDQF0yNE9bQ0gyXVtDSDJdW0NIMl00,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0019,0.0019,0,0,0.002,1,1,,,OPLS_2005,80.097,TRUE,ChEBI_73357-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,100,5,-7.016,-0.27,-0.799,-1.648,-7.016,-4.223,0,0,-1.691,-24.063,-3.315,0.599,0,-38.924,-27.378,5.483,45,390,0
,ChEBI_65608,669,ChEBI_65608.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_65608.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:65608,ceratamine A,"An organic heterobicyclic compound, which is imidazo[4,5-d]azepin-5(6H)-one substituted by a 3,5-dibromo-4-methoxybenzyl group at position 4, a methyl group at position 6 and a methylamino group at position 2. It is an antimitotic alkaloid isolated from the marine sponge Pseudoceratina.",3,,"4-(3,5-dibromo-4-methoxybenzyl)-6-methyl-2-(methylamino)imidazo[4,5-d]azepin-5(6H)-one",C17H16Br2N4O2,468.143,465.964,0,CNc1nc2ccn(C)c(=O)c(Cc3cc(Br)c(OC)c(Br)c3)c2n1,"InChI=1S/C17H16Br2N4O2/c1-20-17-21-13-4-5-23(2)16(24)10(14(13)22-17)6-9-7-11(18)15(25-3)12(19)8-9/h4-5,7-8H,6H2,1-3H3,(H,20,22)",HAIJSTYZBPUVSG-UHFFFAOYSA-N,,,,,14627391,FALSE,0,,,,2,,,9655937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_ligprep_1.maegz,28,39016,0,W0NIM11bTkhdYyhuMSluYyhjMTIpW2NIXVtjSF1uKFtDSDNdKWMoPU8pYzJbQ0gyXWMzW2NIXWMoQnIpYyhjKEJyKVtjSF0zKU9bQ0gzXQ==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0534,0.0529,0.0004,0.0425,0.095,2,2,,,OPLS_2005,67.45,TRUE,ChEBI_65608-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,50,4,-7.013,-0.281,-0.82,-1.662,-7.056,-3.629,-0.304,0,-1.167,-27.54,-5.069,0.183,0,-54.22,-32.609,0.339,4,36,0.043
,null,670,ChEBI_116864.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_116864.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:116864,"2-[(7-methyl-4-oxo-3-phenyl-6,8-dihydro-5H-pyrido[2,3]thieno[2,4-b]pyrimidin-2-yl)thio]acetic acid methyl ester",,2,,,C19H19N3O3S2,401.505,401.087,0,CN1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)SCC(=O)OC)C4=CC=CC=C4,"InChI=1S/C19H19N3O3S2/c1-21-9-8-13-14(10-21)27-17-16(13)18(24)22(12-6-4-3-5-7-12)19(20-17)26-11-15(23)25-2/h3-7H,8-11H2,1-2H3",HPFNNMYQYRUSQR-UHFFFAOYSA-N,,,,,,FALSE,0,2_S_7_3_1_47,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-28315,,,,,,OS01g0165000_ligprep_1.maegz,195,39016,0,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdYyhjMTIpc2MzYzJjKD1PKW4oYyhuMylTW0NIMl1DKD1PKU9bQ0gzXSktYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQ=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0608,0.0608,0,0.0527,0.113,1,1,,,OPLS_2005,47.115,TRUE,null-1,OS01g0165000_glide-dock_SP_1,This compound has an ester and may undergo hydrolysis at high or low pH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,314,5,-6.984,-0.259,-0.776,-1.626,-7.037,-3.338,0,0,-1.746,-31.073,-5.622,0.485,-0.04,-57.628,-36.695,1.468,23,265,0.053
,null,671,ChEBI_108047.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_108047.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:108047,"3-(2-furanylmethyl)-5,6-dimethyl-2-[(3-methylphenyl)methylthio]-4-thieno[2,3-d]pyrimidinone",,2,,,C21H20N2O2S2,396.529,396.097,0,CC1=CC(=CC=C1)CSC2=NC3=C(C(=C(S3)C)C)C(=O)N2CC4=CC=CO4,"InChI=1S/C21H20N2O2S2/c1-13-6-4-7-16(10-13)12-26-21-22-19-18(14(2)15(3)27-19)20(24)23(21)11-17-8-5-9-25-17/h4-10H,11-12H2,1-3H3",ZYGAMWVVETZRIU-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-19424,,,,,,OS01g0165000_ligprep_1.maegz,129,39016,0,W0NIM11jMVtjSF1jKFtjSF1bY0hdW2NIXTEpW0NIMl1TYyhuMiluKGMoPU8pYyhjMjMpYyhbQ0gzXSljKHMzKVtDSDNdKVtDSDJdYzRbY0hdW2NIXVtjSF1vNA==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0004,0,0.0004,0,0,0,0,,,OPLS_2005,21.66,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,209,5,-6.951,-0.257,-0.772,-1.618,-6.951,-3.849,-0.226,0,-1.468,-31.261,-3.113,0.622,0,-44.086,-34.374,6.647,25,255,0
,null,672,ChEBI_119950.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_119950.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:119950,"2-(3-methoxyphenyl)-3,5,6,7,8,9-hexahydrocyclohepta[2,3]thieno[2,4-b]pyrimidin-4-one",,2,,,C18H18N2O2S,326.414,326.109,0,COC1=CC=CC(=C1)C2=NC3=C(C4=C(S3)CCCCC4)C(=O)N2,"InChI=1S/C18H18N2O2S/c1-22-12-7-5-6-11(10-12)16-19-17(21)15-13-8-3-2-4-9-14(13)23-18(15)20-16/h5-7,10H,2-4,8-9H2,1H3,(H,19,20,21)",OHQNHGDOKOMLFS-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-31393,,,,,,OS01g0165000_ligprep_1.maegz,202,39016,0,W0NIM11PYzFbY0hdW2NIXVtjSF1jKFtjSF0xKS1jKG4yKVtuSF1jKD1PKWMoYzIzKWM0YyhzMylbQ0gyXVtDSDJdW0NIMl1bQ0gyXVtDSDJdNA==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0004,0.0004,0,0,0,0,0,,,OPLS_2005,32.697,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,330,2,-6.944,-0.302,-0.859,-1.679,-6.944,-3.883,-0.094,0,-1.55,-26.773,-1.704,0.176,0,-40.44,-28.477,0.38,4,290,0
,null,673,ChEBI_122025.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_122025.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:122025,"7-amino-5-(4-ethoxy-3-methoxyphenyl)-4-oxo-3,5-dihydropyrano[2,3-d]pyrimidine-6-carbonitrile",,2,,,C17H16N4O4,340.334,340.117,0,CCOC1=C(C=C(C=C1)C2C(=C(OC3=C2C(=O)NC=N3)N)C#N)OC,"InChI=1S/C17H16N4O4/c1-3-24-11-5-4-9(6-12(11)23-2)13-10(7-18)15(19)25-17-14(13)16(22)20-8-21-17/h4-6,8,13H,3,19H2,1-2H3,(H,20,21,22)",IPGRMIBAUCIMNX-UHFFFAOYSA-N,,,,,,FALSE,0,10_S_15_11_7_34,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-33468,,,,,,OS01g0165000_ligprep_1.maegz,213,39016,0,W0NIM11bQ0gyXU9jMWMoT1tDSDNdKVtjSF1jKFtjSF1bY0hdMSlbQ0BASF0oQyhDI04pPUMoTzIpW05IMl0pYyhjMjMpYyg9TylbbkhdW2NIXW4z,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0005,0.0005,0,0,0.001,0,0,22_11_12_13_E,,OPLS_2005,29.016,TRUE,null-2,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,347,5,-6.94,-0.278,-0.812,-1.645,-6.94,-3.012,-0.32,0,-1.925,-26.416,-4.594,0.327,0,-42.979,-31.01,1.649,6,312,0
,null,674,ChEBI_93143.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93143.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93143,"2-chloro-N-(2-ethyl-4-oxo-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-3-yl)acetamide",,2,,,C14H16ClN3O2S,325.815,325.065,0,CCC1=NC2=C(C3=C(S2)CCCC3)C(=O)N1NC(=O)CCl,"InChI=1S/C14H16ClN3O2S/c1-2-10-16-13-12(8-5-3-4-6-9(8)21-13)14(20)18(10)17-11(19)7-15/h2-7H2,1H3,(H,17,19)",CUVDDEYCMGFIJT-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-3456,,,,,,OS01g0165000_ligprep_1.maegz,78,39016,0,Q2xbQ0gyXUMoPU8pW05IXW4oYyhuMSlbQ0gyXVtDSDNdKWMoPU8pYyhjMTIpYzNjKHMyKVtDSDJdW0NIMl1bQ0gyXVtDSDJdMw==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0001,0,0.0001,0,0,0,0,,,OPLS_2005,22.729,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,135,4,-6.906,-0.329,-0.907,-1.707,-6.906,-2.524,-0.32,0,-2.164,-22.599,-7.105,0.353,-0.055,-42.295,-29.704,0.359,5,91,0
,null,675,ChEBI_109752.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_109752.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:109752,"5-methyl-6-phenyl-3H-thieno[2,3-d]pyrimidine-4-thione",,2,,,C13H10N2S2,258.365,258.029,0,CC1=C(SC2=C1C(=S)NC=N2)C3=CC=CC=C3,"InChI=1S/C13H10N2S2/c1-8-10-12(16)14-7-15-13(10)17-11(8)9-5-3-2-4-6-9/h2-7H,1H3,(H,14,15,16)",GPWGHFYBLZAHLA-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-21180,,,,,,OS01g0165000_ligprep_1.maegz,146,39016,0,bjFbY0hdW25IXWMoPVMpYyhjMTIpYyhbQ0gzXSljKHMyKS1jM1tjSF1bY0hdW2NIXVtjSF1bY0hdMw==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0646,0.0645,0,0.1418,0.206,0,0,,,OPLS_2005,19.138,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,236,1,-6.905,-0.406,-1.044,-1.801,-7.046,-3.148,-0.32,0,-2.201,-22.367,-3.49,0.265,0,-36.985,-25.857,0.118,3,353,0.142
,null,676,ChEBI_115053.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_115053.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:115053,"N-(1,3-benzodioxol-5-yl)-3-ethyl-5-methyl-4-oxo-6-thieno[2,3-d]pyrimidinecarboxamide",,2,,,C17H15N3O4S,357.385,357.078,0,CCN1C=NC2=C(C1=O)C(=C(S2)C(=O)NC3=CC4=C(C=C3)OCO4)C,"InChI=1S/C17H15N3O4S/c1-3-20-7-18-16-13(17(20)22)9(2)14(25-16)15(21)19-10-4-5-11-12(6-10)24-8-23-11/h4-7H,3,8H2,1-2H3,(H,19,21)",OZWVGXILNZHMJF-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-26515,,,,,,OS01g0165000_ligprep_1.maegz,179,39016,0,W0NIM11bQ0gyXW4oW2NIXW4xKWMoPU8pYyhjMTIpYyhbQ0gzXSljKHMyKUMoPU8pW05IXWMoW2NIXTMpW2NIXVtjSF1jKGMzNClPW0NIMl1PNA==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,0,0,,,OPLS_2005,45.979,TRUE,null-1,OS01g0165000_glide-dock_SP_1,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,293,4,-6.896,-0.276,-0.807,-1.635,-6.896,-2.387,-0.608,0,-1.974,-24.955,-7.247,0.45,-0.041,-40.935,-32.202,7.622,11,107,0
,null,677,ChEBI_121083.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_121083.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:121083,"2-[(2-ethyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-yl)thio]-N-(2-furanylmethyl)acetamide",,2,,,C19H21N3O2S2,387.522,387.108,0,CCC1=NC2=C(C3=C(S2)CCCC3)C(=N1)SCC(=O)NCC4=CC=CO4,"InChI=1S/C19H21N3O2S2/c1-2-15-21-18(25-11-16(23)20-10-12-6-5-9-24-12)17-13-7-3-4-8-14(13)26-19(17)22-15/h5-6,9H,2-4,7-8,10-11H2,1H3,(H,20,23)",SHVQDYUDVRFCFR-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-32526,,,,,,OS01g0165000_ligprep_1.maegz,208,39016,0,W0NIMl0xW0NIMl1bQ0gyXVtDSDJdYyhzMiljMWMoYzIzKWMobmMobjMpW0NIMl1bQ0gzXSlTW0NIMl1DKD1PKVtOSF1bQ0gyXWM0W2NIXVtjSF1bY0hdbzQ=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0004,0,0.0004,0,0,0,0,,,OPLS_2005,-0.126,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,338,7,-6.891,-0.265,-0.785,-1.618,-6.891,-3.653,-0.363,0,-1.377,-29.499,-4.484,0.648,0,-47.212,-33.983,1.91,13,335,0
